scenario,agent_id,hour,vulnerability_score,age_bucket,cell_x,cell_y,raw_heat,effective_exposure,in_shelter,shelter_building_id
baseline,35,4,0.5492700374659585,child,4,4,0.0113,0.0113,0,
baseline,36,4,0.28742961388729216,adult,9,8,0.0,0.0,0,
baseline,37,4,0.862770385621313,elderly,3,2,0.4392,0.4392,0,
baseline,38,4,0.23693857704201632,adult,9,5,0.3379,0.3379,0,
baseline,39,4,0.2454791545887237,adult,5,4,0.1724,0.1724,0,
baseline,40,4,0.583334998890488,child,10,1,0.5156,0.5156,0,
baseline,41,4,0.2636638551640602,adult,13,9,0.0,0.0,0,
baseline,42,4,0.9350941601422765,elderly,3,1,0.358,0.358,0,
baseline,43,4,0.21562936030731708,adult,1,6,0.1052,0.1052,0,
baseline,44,4,0.5397436170004551,child,19,3,0.092,0.092,0,
baseline,45,4,0.18354442553252845,adult,17,2,0.287,0.287,0,
baseline,46,4,0.27255587776068274,adult,11,0,0.3976,0.3976,0,
baseline,47,4,0.30152879677991906,adult,6,5,0.1163,0.1163,0,
baseline,48,4,0.2424720207354753,adult,12,8,0.0,0.0,0,
baseline,49,4,0.7645513584523809,elderly,18,1,0.3216,0.3216,0,
baseline,50,4,0.41514306586559097,adult,9,8,0.0,0.0,0,
baseline,51,4,0.2061884568547753,adult,1,1,0.3918,0.3918,0,
baseline,52,4,0.31853752554381776,adult,12,3,0.3534,0.3534,0,
baseline,53,4,0.2638404878487771,adult,17,7,0.0,0.0,0,
baseline,54,4,0.21400695401395703,adult,4,0,0.3277,0.3277,0,
baseline,55,4,0.3026292881022382,adult,17,3,0.1317,0.1317,0,
baseline,56,4,0.7372548908762495,elderly,4,0,0.3277,0.3277,0,
baseline,57,4,0.2208870448850433,adult,18,8,0.0,0.0,0,
baseline,58,4,0.3144823244892736,adult,7,2,0.4658,0.4658,0,
baseline,59,4,0.22063955497119142,adult,14,6,0.0754,0.0754,0,
baseline,60,4,0.5166058535491507,child,10,5,0.356,0.356,0,
baseline,61,4,0.23464792877787313,adult,7,3,0.1158,0.1158,0,
baseline,62,4,0.7780271499327811,elderly,15,3,0.1443,0.1443,0,
baseline,63,4,0.7701272985546185,elderly,15,7,0.0,0.0,0,
baseline,64,4,0.260395348860413,adult,3,9,0.0,0.0,0,
baseline,65,4,0.18124989624959473,adult,0,6,0.1618,0.1618,0,
baseline,66,4,0.7479987221088478,elderly,14,2,0.3678,0.3678,0,
baseline,67,4,0.2747694705910339,adult,19,0,0.4529,0.4529,0,
baseline,68,4,0.2623728676439467,adult,13,3,0.163,0.163,0,
baseline,69,4,0.3475954363017591,adult,13,3,0.163,0.163,0,
baseline,70,4,0.18683697056304266,adult,17,4,0.0483,0.0483,0,
baseline,71,4,0.2252873014963322,adult,4,8,0.0,0.0,0,
baseline,72,4,0.3073174185068305,adult,11,5,0.3868,0.3868,0,
baseline,73,4,0.28651314785661347,adult,16,5,0.1395,0.1395,0,
baseline,74,4,0.7497164804572996,elderly,10,3,0.339,0.339,0,
baseline,75,4,0.8576126643135189,elderly,19,8,0.0,0.0,0,
baseline,76,4,0.24339714453787592,adult,17,4,0.0483,0.0483,0,
baseline,77,4,0.5658695094941405,child,16,3,0.0516,0.0516,0,
baseline,78,4,0.2557292455827229,adult,8,8,0.0,0.0,0,
baseline,79,4,0.31274852127145286,adult,2,8,0.0286,0.0286,0,
baseline,80,4,0.24192319037630758,adult,0,9,0.0,0.0,0,
baseline,81,4,0.7495257436955758,elderly,12,2,0.4074,0.4074,0,
baseline,82,4,0.2094635281564155,adult,13,2,0.345,0.345,0,
baseline,83,4,0.2368250785688548,adult,13,0,0.4596,0.4596,0,
baseline,84,4,0.7597628712547879,elderly,14,1,0.4357,0.4357,0,
baseline,85,4,0.2134449412553841,adult,12,7,0.0,0.0,0,
baseline,86,4,0.26029034175119803,adult,8,0,0.4077,0.4077,0,
baseline,87,4,0.8739793646798583,elderly,10,0,0.4567,0.4567,0,
baseline,88,4,0.23068402377938965,adult,16,6,0.1368,0.1368,0,
baseline,89,4,0.21593278881496686,adult,11,1,0.4704,0.4704,0,
baseline,90,4,0.7286621276353521,elderly,8,7,0.0,0.0,0,
baseline,91,4,0.2651344904420061,adult,5,7,0.0,0.0,0,
baseline,92,4,0.20377115206369537,adult,14,7,0.0,0.0,0,
baseline,93,4,0.20132533923371512,adult,15,7,0.0,0.0,0,
baseline,94,4,0.7049720665964455,elderly,15,0,0.3787,0.3787,0,
baseline,95,4,0.25100462370739207,adult,1,3,0.1104,0.1104,0,
baseline,96,4,0.4955828490431283,child,15,1,0.4557,0.4557,0,
baseline,97,4,0.27283994893939245,adult,7,8,0.0,0.0,0,
baseline,98,4,0.21712454129440448,adult,10,1,0.5156,0.5156,0,
baseline,99,4,0.7185461557640977,elderly,9,7,0.0,0.0,0,
baseline,100,4,0.4754623971272218,child,4,9,0.0,0.0,0,
baseline,101,4,0.814329171491318,elderly,1,9,0.0,0.0,0,
baseline,102,4,0.9382392363354756,elderly,15,7,0.0,0.0,0,
baseline,103,4,0.30010692589416543,adult,14,7,0.0,0.0,0,
baseline,104,4,0.8126300272600911,elderly,7,2,0.4658,0.4658,0,
baseline,105,4,0.23441354547710377,adult,3,2,0.4392,0.4392,0,
baseline,106,4,0.5066140359967927,child,9,5,0.3379,0.3379,0,
baseline,107,4,0.5631658536919568,child,4,0,0.3277,0.3277,0,
baseline,108,4,0.23073770055214435,adult,4,8,0.0,0.0,0,
baseline,109,4,0.29657377246189087,adult,2,9,0.0,0.0,0,
baseline,110,4,0.27279255604127917,adult,7,4,0.1406,0.1406,0,
baseline,111,4,0.5291861555650081,child,13,5,0.035,0.035,0,
baseline,112,4,0.8908951292054481,elderly,16,1,0.485,0.485,0,
baseline,113,4,0.5158957569432061,child,12,4,0.4018,0.4018,0,
baseline,114,4,0.8593264155201461,elderly,14,8,0.0,0.0,0,
baseline,115,4,0.32052011433136096,adult,18,6,0.1524,0.1524,0,
baseline,116,4,0.5844185905950111,child,19,1,0.3829,0.3829,0,
baseline,117,4,0.24225311600942953,adult,12,5,0.3271,0.3271,0,
baseline,118,4,0.2089072670144541,adult,10,8,0.0,0.0,0,
baseline,119,4,0.9022295288833049,elderly,14,9,0.0,0.0,0,
baseline,120,4,0.5289935218684951,child,14,4,0.0984,0.0984,0,
baseline,121,4,0.42582414868915897,adult,5,3,0.0599,0.0599,0,
baseline,122,4,0.321155028793213,adult,6,5,0.1163,0.1163,0,
baseline,123,4,0.6995000220419753,child,14,0,0.4203,0.4203,0,
baseline,124,4,0.562529225395729,child,5,9,0.0,0.0,0,
baseline,125,4,0.8475195178808403,elderly,17,2,0.287,0.287,0,
baseline,126,4,0.5540215869676903,child,15,3,0.1443,0.1443,0,
baseline,127,4,0.766520446349269,elderly,10,9,0.0,0.0,0,
baseline,128,4,0.7416409671545062,elderly,16,9,0.0,0.0,0,
baseline,129,4,0.1865474786824886,adult,4,0,0.3277,0.3277,0,
baseline,130,4,0.5991072876975088,child,4,8,0.0,0.0,0,
baseline,131,4,0.6713434192845964,child,1,9,0.0,0.0,0,
baseline,132,4,0.26809246029419453,adult,14,3,0.1178,0.1178,0,
baseline,133,4,0.22890676933880374,adult,3,8,0.0,0.0,0,
baseline,134,4,0.21223556584054845,adult,10,5,0.356,0.356,0,
baseline,135,4,0.4871906993496808,child,10,4,0.387,0.387,0,
baseline,136,4,0.5813838397364346,child,19,9,0.0,0.0,0,
baseline,137,4,0.1834367475007917,adult,17,1,0.4514,0.4514,0,
baseline,138,4,0.30240291417804127,adult,13,6,0.0821,0.0821,0,
baseline,139,4,0.28188702499195395,adult,11,0,0.3976,0.3976,0,
baseline,140,4,0.3042444979413341,adult,13,6,0.0821,0.0821,0,
baseline,141,4,0.2410183959966361,adult,10,5,0.356,0.356,0,
baseline,142,4,0.25779477773074466,adult,18,7,0.0,0.0,0,
baseline,143,4,0.2024052019176551,adult,7,8,0.0,0.0,0,
baseline,144,4,0.8349906142726966,elderly,2,5,0.0638,0.0638,0,
baseline,145,4,0.23016660216907392,adult,9,7,0.0,0.0,0,
baseline,146,4,0.22633729077264053,adult,12,0,0.445,0.445,0,
baseline,147,4,0.18671782350320223,adult,15,5,0.1294,0.1294,0,
baseline,148,4,0.3265717377596302,adult,9,0,0.3934,0.3934,0,
baseline,149,4,0.5931363866533521,child,7,3,0.1158,0.1158,0,
baseline,150,4,0.33786967348278196,adult,10,7,0.0,0.0,0,
baseline,151,4,0.24434311120662164,adult,10,4,0.387,0.387,0,
baseline,152,4,0.3131721899623074,adult,3,3,0.0426,0.0426,0,
baseline,153,4,0.30482733918353766,adult,12,7,0.0,0.0,0,
baseline,154,4,0.5207407229993698,child,8,8,0.0,0.0,0,
baseline,155,4,0.2698840835350667,adult,10,4,0.387,0.387,0,
baseline,156,4,0.21854549526592404,adult,14,6,0.0754,0.0754,0,
baseline,157,4,0.7800885741958227,elderly,2,2,0.4046,0.4046,0,
baseline,158,4,0.22376698635368497,adult,19,9,0.0,0.0,0,
baseline,159,4,0.2490942753506871,adult,14,5,0.0732,0.0732,0,
baseline,160,4,0.23909707064169694,adult,8,3,0.3444,0.3444,0,
baseline,161,4,0.26816184340335836,adult,10,9,0.0,0.0,0,
baseline,162,4,0.5590101392326462,child,12,5,0.3271,0.3271,0,
baseline,163,4,0.2586620552478868,adult,12,8,0.0,0.0,0,
baseline,164,4,0.21874748549033007,adult,0,8,0.0,0.0,0,
baseline,165,4,0.26806801780654776,adult,4,2,0.4074,0.4074,0,
baseline,166,4,0.31453748099041595,adult,18,6,0.1524,0.1524,0,
baseline,167,4,0.5571003562232809,child,8,9,0.0,0.0,0,
baseline,168,4,0.28556981755657285,adult,18,2,0.3987,0.3987,0,
baseline,169,4,0.20289864310003097,adult,9,9,0.0,0.0,0,
baseline,170,4,0.2591235835153987,adult,14,4,0.0984,0.0984,0,
baseline,171,4,0.5403518780488572,child,11,0,0.3976,0.3976,0,
baseline,172,4,0.19710832762003697,adult,5,7,0.0,0.0,0,
baseline,173,4,0.7370654202189683,elderly,17,7,0.0,0.0,0,
baseline,174,4,0.5944522686442528,child,14,7,0.0,0.0,0,
baseline,175,4,0.27508362578769247,adult,12,7,0.0,0.0,0,
baseline,176,4,0.19711151507617047,adult,5,5,0.111,0.111,0,
baseline,177,4,0.2626617426734974,adult,8,9,0.0,0.0,0,
baseline,178,4,0.2950995521960962,adult,0,0,0.4348,0.4348,0,
baseline,179,4,0.3774069229558558,adult,15,3,0.1443,0.1443,0,
baseline,180,4,0.7054964868146433,elderly,14,7,0.0,0.0,0,
baseline,181,4,0.5168708354178837,child,9,7,0.0,0.0,0,
baseline,182,4,0.22452710037794926,adult,6,2,0.4384,0.4384,0,
baseline,183,4,0.24281444929542967,adult,18,8,0.0,0.0,0,
baseline,184,4,0.20656651882118987,adult,17,2,0.287,0.287,0,
baseline,185,4,0.895735664587469,elderly,6,7,0.0,0.0,0,
baseline,186,4,0.26608149821206883,adult,18,4,0.1512,0.1512,0,
baseline,187,4,0.22885027121419005,adult,5,9,0.0,0.0,0,
baseline,188,4,0.25818280463696514,adult,13,2,0.345,0.345,0,
baseline,189,4,0.25124888164635667,adult,12,7,0.0,0.0,0,
baseline,190,4,0.7388637748744878,elderly,15,1,0.4557,0.4557,0,
baseline,191,4,0.24355609940976028,adult,19,2,0.3878,0.3878,0,
baseline,192,4,0.2622858672661557,adult,12,4,0.4018,0.4018,0,
baseline,193,4,0.3114225338599181,adult,16,3,0.0516,0.0516,0,
baseline,194,4,0.7432938913438611,child,19,2,0.3878,0.3878,0,
baseline,195,4,0.26317722516719005,adult,19,2,0.3878,0.3878,0,
baseline,196,4,0.2246770526955429,adult,1,6,0.1052,0.1052,0,
baseline,197,4,0.5584044178321356,child,5,8,0.0,0.0,0,
baseline,198,4,0.2514953170246483,adult,6,5,0.1163,0.1163,0,
baseline,199,4,0.2899733601941726,adult,2,5,0.0638,0.0638,0,
baseline,200,4,0.25622285847923476,adult,12,3,0.3534,0.3534,0,
baseline,201,4,0.4521031631709903,adult,10,2,0.5011,0.5011,0,
baseline,202,4,0.1634121024151908,adult,17,7,0.0,0.0,0,
baseline,203,4,0.5626995559129596,child,3,3,0.0426,0.0426,0,
baseline,204,4,0.327120941806494,adult,2,6,0.0981,0.0981,0,
baseline,205,4,0.7857123878054436,elderly,5,5,0.111,0.111,0,
baseline,206,4,0.5939394270629585,child,12,1,0.435,0.435,0,
baseline,207,4,0.28709923820747085,adult,18,8,0.0,0.0,0,
baseline,208,4,0.39542716557746904,adult,9,9,0.0,0.0,0,
baseline,209,4,0.27359697560694635,adult,10,8,0.0,0.0,0,
baseline,210,4,0.9020130166851742,elderly,7,6,0.1434,0.1434,0,
baseline,211,4,0.2713101047676122,adult,13,6,0.0821,0.0821,0,
baseline,212,4,0.24736743242291168,adult,1,0,0.3272,0.3272,0,
baseline,213,4,0.6794396779816514,elderly,0,0,0.4348,0.4348,0,
baseline,214,4,0.30091251551864373,adult,15,7,0.0,0.0,0,
baseline,215,4,0.21670540748307351,adult,2,0,0.3955,0.3955,0,
baseline,216,4,0.3687606793764565,adult,14,5,0.0732,0.0732,0,
baseline,217,4,0.2538767051714499,adult,12,8,0.0,0.0,0,
baseline,218,4,0.2824197149857894,adult,8,6,0.0781,0.0781,0,
baseline,219,4,0.5636693672210529,child,1,1,0.3918,0.3918,0,
baseline,220,4,0.6948217456126036,child,16,0,0.4928,0.4928,0,
baseline,221,4,0.8780226911713226,elderly,2,3,0.0679,0.0679,0,
baseline,222,4,0.30180138271631185,adult,3,9,0.0,0.0,0,
baseline,223,4,0.19113770908623962,adult,5,8,0.0,0.0,0,
baseline,224,4,0.22956484340680797,adult,13,1,0.368,0.368,0,
baseline,225,4,0.2188924625952585,adult,1,6,0.1052,0.1052,0,
baseline,226,4,0.688413136429157,elderly,7,2,0.4658,0.4658,0,
baseline,227,4,0.7561906848382751,elderly,8,2,0.3536,0.3536,0,
baseline,228,4,0.566836488720734,child,4,1,0.3793,0.3793,0,
baseline,229,4,0.5049212893202911,child,9,6,0.1332,0.1332,0,
baseline,230,4,0.2379441270070261,adult,14,3,0.1178,0.1178,0,
baseline,231,4,0.21828841423349848,adult,15,9,0.0,0.0,0,
baseline,232,4,0.1839452306394218,adult,8,5,0.3872,0.3872,0,
baseline,233,4,0.29492040259128455,adult,2,9,0.0,0.0,0,
baseline,234,4,0.29013491932937124,adult,5,8,0.0,0.0,0,
baseline,235,4,0.34669130855252334,adult,13,3,0.163,0.163,0,
baseline,236,4,0.28232450555661204,adult,11,7,0.0,0.0,0,
baseline,237,4,0.5757509116895175,child,6,4,0.0958,0.0958,0,
baseline,238,4,0.5403723756597331,child,8,4,0.373,0.373,0,
baseline,239,4,0.5952182201485263,child,7,3,0.1158,0.1158,0,
baseline,0,5,0.5380812195557422,child,8,9,0.0,0.0,0,
baseline,1,5,0.5438885528571922,child,16,5,0.0537,0.0537,0,
baseline,2,5,0.7202561588196462,elderly,19,8,0.0,0.0,0,
baseline,3,5,0.216473321571373,adult,14,3,0.1002,0.1002,0,
baseline,4,5,0.179291256914281,adult,15,1,0.3471,0.3471,0,
baseline,5,5,0.7742080791371789,elderly,13,0,0.3641,0.3641,0,
baseline,6,5,0.6860132284779408,elderly,17,0,0.4016,0.4016,0,
baseline,7,5,0.24933523196076668,adult,3,1,0.384,0.384,0,
baseline,8,5,0.6343234811450121,child,6,6,0.1375,0.1375,0,
baseline,9,5,0.2937927377360272,adult,1,1,0.4025,0.4025,0,
baseline,10,5,0.29067965400666446,adult,9,1,0.411,0.411,0,
baseline,11,5,0.29337902378575376,adult,11,2,0.3975,0.3975,0,
baseline,12,5,0.2580821854764632,adult,8,2,0.3886,0.3886,0,
baseline,13,5,0.23208808428151181,adult,7,6,0.0945,0.0945,0,
baseline,14,5,0.22746461649058938,adult,5,5,0.0798,0.0798,0,
baseline,15,5,0.4919996898463789,child,16,1,0.4523,0.4523,0,
baseline,16,5,0.7297879386484595,child,14,9,0.0,0.0,0,
baseline,17,5,0.6910243835711712,elderly,9,9,0.0,0.0,0,
baseline,18,5,0.27290224990437284,adult,12,4,0.417,0.417,0,
baseline,19,5,0.5918994514851882,child,11,9,0.0,0.0,0,
baseline,20,5,0.20000931813748296,adult,6,6,0.1375,0.1375,0,
baseline,21,5,0.2566225962051309,adult,9,1,0.411,0.411,0,
baseline,22,5,0.2636593411524598,adult,11,0,0.3779,0.3779,0,
baseline,23,5,0.6949427075347202,child,0,4,0.1186,0.1186,0,
baseline,24,5,0.36652485810151314,adult,13,1,0.4571,0.4571,0,
baseline,25,5,0.2443193234562278,adult,6,4,0.0651,0.0651,0,
baseline,26,5,0.3010033863387559,adult,13,5,0.0,0.0,0,
baseline,27,5,0.264862699158784,adult,11,2,0.3975,0.3975,0,
baseline,28,5,0.25879019854094,adult,3,2,0.397,0.397,0,
baseline,29,5,0.31974955111962444,adult,1,7,0.0,0.0,0,
baseline,30,5,0.1555928571749553,adult,6,4,0.0651,0.0651,0,
baseline,31,5,0.548458082951535,child,8,1,0.3865,0.3865,0,
baseline,32,5,0.2544761312097897,adult,18,3,0.0998,0.0998,0,
baseline,33,5,0.3227939887511161,adult,12,1,0.3846,0.3846,0,
baseline,34,5,0.6558716694259125,child,6,8,0.0,0.0,0,
baseline,35,5,0.5492700374659585,child,4,4,0.0852,0.0852,0,
baseline,36,5,0.28742961388729216,adult,9,8,0.0155,0.0155,0,
baseline,37,5,0.862770385621313,elderly,3,2,0.397,0.397,0,
baseline,38,5,0.23693857704201632,adult,9,5,0.3675,0.3675,0,
baseline,39,5,0.2454791545887237,adult,5,4,0.0563,0.0563,0,
baseline,40,5,0.583334998890488,child,10,1,0.5254,0.5254,0,
baseline,41,5,0.2636638551640602,adult,13,9,0.0,0.0,0,
baseline,42,5,0.9350941601422765,elderly,3,1,0.384,0.384,0,
baseline,43,5,0.21562936030731708,adult,1,6,0.1186,0.1186,0,
baseline,44,5,0.5397436170004551,child,19,3,0.1462,0.1462,0,
baseline,45,5,0.18354442553252845,adult,17,2,0.3703,0.3703,0,
baseline,46,5,0.27255587776068274,adult,11,0,0.3779,0.3779,0,
baseline,47,5,0.30152879677991906,adult,6,5,0.0,0.0,0,
baseline,48,5,0.2424720207354753,adult,12,8,0.0,0.0,0,
baseline,49,5,0.7645513584523809,elderly,18,1,0.3596,0.3596,0,
baseline,50,5,0.41514306586559097,adult,9,8,0.0155,0.0155,0,
baseline,51,5,0.2061884568547753,adult,1,1,0.4025,0.4025,0,
baseline,52,5,0.31853752554381776,adult,12,3,0.2958,0.2958,0,
baseline,53,5,0.2638404878487771,adult,17,7,0.0,0.0,0,
baseline,54,5,0.21400695401395703,adult,4,0,0.4416,0.4416,0,
baseline,55,5,0.3026292881022382,adult,17,3,0.0875,0.0875,0,
baseline,56,5,0.7372548908762495,elderly,4,0,0.4416,0.4416,0,
baseline,57,5,0.2208870448850433,adult,18,8,0.0,0.0,0,
baseline,58,5,0.3144823244892736,adult,7,2,0.4435,0.4435,0,
baseline,59,5,0.22063955497119142,adult,14,6,0.1648,0.1648,0,
baseline,60,5,0.5166058535491507,child,10,5,0.3229,0.3229,0,
baseline,61,5,0.23464792877787313,adult,7,3,0.1579,0.1579,0,
baseline,62,5,0.7780271499327811,elderly,15,3,0.0526,0.0526,0,
baseline,63,5,0.7701272985546185,elderly,15,7,0.0,0.0,0,
baseline,64,5,0.260395348860413,adult,3,9,0.0,0.0,0,
baseline,65,5,0.18124989624959473,adult,0,6,0.148,0.148,0,
baseline,66,5,0.7479987221088478,elderly,14,2,0.4159,0.4159,0,
baseline,67,5,0.2747694705910339,adult,19,0,0.432,0.432,0,
baseline,68,5,0.2623728676439467,adult,13,3,0.0,0.0,0,
baseline,69,5,0.3475954363017591,adult,13,3,0.0,0.0,0,
baseline,70,5,0.18683697056304266,adult,17,4,0.0091,0.0091,0,
baseline,71,5,0.2252873014963322,adult,4,8,0.0,0.0,0,
baseline,72,5,0.3073174185068305,adult,11,5,0.4021,0.4021,0,
baseline,73,5,0.28651314785661347,adult,16,5,0.0537,0.0537,0,
baseline,74,5,0.7497164804572996,elderly,10,3,0.3611,0.3611,0,
baseline,75,5,0.8576126643135189,elderly,19,8,0.0,0.0,0,
baseline,76,5,0.24339714453787592,adult,17,4,0.0091,0.0091,0,
baseline,77,5,0.5658695094941405,child,16,3,0.0589,0.0589,0,
baseline,78,5,0.2557292455827229,adult,8,8,0.0,0.0,0,
baseline,79,5,0.31274852127145286,adult,2,8,0.0,0.0,0,
baseline,80,5,0.24192319037630758,adult,0,9,0.0,0.0,0,
baseline,81,5,0.7495257436955758,elderly,12,2,0.438,0.438,0,
baseline,82,5,0.2094635281564155,adult,13,2,0.3609,0.3609,0,
baseline,83,5,0.2368250785688548,adult,13,0,0.3641,0.3641,0,
baseline,84,5,0.7597628712547879,elderly,14,1,0.4889,0.4889,0,
baseline,85,5,0.2134449412553841,adult,12,7,0.0,0.0,0,
baseline,86,5,0.26029034175119803,adult,8,0,0.3447,0.3447,0,
baseline,87,5,0.8739793646798583,elderly,10,0,0.4151,0.4151,0,
baseline,88,5,0.23068402377938965,adult,16,6,0.1268,0.1268,0,
baseline,89,5,0.21593278881496686,adult,11,1,0.3399,0.3399,0,
baseline,90,5,0.7286621276353521,elderly,8,7,0.0,0.0,0,
baseline,91,5,0.2651344904420061,adult,5,7,0.0,0.0,0,
baseline,92,5,0.20377115206369537,adult,14,7,0.0,0.0,0,
baseline,93,5,0.20132533923371512,adult,15,7,0.0,0.0,0,
baseline,94,5,0.7049720665964455,elderly,15,0,0.3694,0.3694,0,
baseline,95,5,0.25100462370739207,adult,1,3,0.0096,0.0096,0,
baseline,96,5,0.4955828490431283,child,15,1,0.3471,0.3471,0,
baseline,97,5,0.27283994893939245,adult,7,8,0.0,0.0,0,
baseline,98,5,0.21712454129440448,adult,10,1,0.5254,0.5254,0,
baseline,99,5,0.7185461557640977,elderly,9,7,0.002,0.002,0,
baseline,100,5,0.4754623971272218,child,4,9,0.0,0.0,0,
baseline,101,5,0.814329171491318,elderly,1,9,0.0,0.0,0,
baseline,102,5,0.9382392363354756,elderly,15,7,0.0,0.0,0,
baseline,103,5,0.30010692589416543,adult,14,7,0.0,0.0,0,
baseline,104,5,0.8126300272600911,elderly,7,2,0.4435,0.4435,0,
baseline,105,5,0.23441354547710377,adult,3,2,0.397,0.397,0,
baseline,106,5,0.5066140359967927,child,9,5,0.3675,0.3675,0,
baseline,107,5,0.5631658536919568,child,4,0,0.4416,0.4416,0,
baseline,108,5,0.23073770055214435,adult,4,8,0.0,0.0,0,
baseline,109,5,0.29657377246189087,adult,2,9,0.0,0.0,0,
baseline,110,5,0.27279255604127917,adult,7,4,0.0627,0.0627,0,
baseline,111,5,0.5291861555650081,child,13,5,0.0,0.0,0,
baseline,112,5,0.8908951292054481,elderly,16,1,0.4523,0.4523,0,
baseline,113,5,0.5158957569432061,child,12,4,0.417,0.417,0,
baseline,114,5,0.8593264155201461,elderly,14,8,0.0,0.0,0,
baseline,115,5,0.32052011433136096,adult,18,6,0.0926,0.0926,0,
baseline,116,5,0.5844185905950111,child,19,1,0.4448,0.4448,0,
baseline,117,5,0.24225311600942953,adult,12,5,0.3517,0.3517,0,
baseline,118,5,0.2089072670144541,adult,10,8,0.0,0.0,0,
baseline,119,5,0.9022295288833049,elderly,14,9,0.0,0.0,0,
baseline,120,5,0.5289935218684951,child,14,4,0.1528,0.1528,0,
baseline,121,5,0.42582414868915897,adult,5,3,0.0445,0.0445,0,
baseline,122,5,0.321155028793213,adult,6,5,0.0,0.0,0,
baseline,123,5,0.6995000220419753,child,14,0,0.3619,0.3619,0,
baseline,124,5,0.562529225395729,child,5,9,0.0,0.0,0,
baseline,125,5,0.8475195178808403,elderly,17,2,0.3703,0.3703,0,
baseline,126,5,0.5540215869676903,child,15,3,0.0526,0.0526,0,
baseline,127,5,0.766520446349269,elderly,10,9,0.0,0.0,0,
baseline,128,5,0.7416409671545062,elderly,16,9,0.0,0.0,0,
baseline,129,5,0.1865474786824886,adult,4,0,0.4416,0.4416,0,
baseline,130,5,0.5991072876975088,child,4,8,0.0,0.0,0,
baseline,131,5,0.6713434192845964,child,1,9,0.0,0.0,0,
baseline,132,5,0.26809246029419453,adult,14,3,0.1002,0.1002,0,
baseline,133,5,0.22890676933880374,adult,3,8,0.0,0.0,0,
baseline,134,5,0.21223556584054845,adult,10,5,0.3229,0.3229,0,
baseline,135,5,0.4871906993496808,child,10,4,0.3396,0.3396,0,
baseline,136,5,0.5813838397364346,child,19,9,0.0,0.0,0,
baseline,137,5,0.1834367475007917,adult,17,1,0.4252,0.4252,0,
baseline,138,5,0.30240291417804127,adult,13,6,0.098,0.098,0,
baseline,139,5,0.28188702499195395,adult,11,0,0.3779,0.3779,0,
baseline,140,5,0.3042444979413341,adult,13,6,0.098,0.098,0,
baseline,141,5,0.2410183959966361,adult,10,5,0.3229,0.3229,0,
baseline,142,5,0.25779477773074466,adult,18,7,0.0,0.0,0,
baseline,143,5,0.2024052019176551,adult,7,8,0.0,0.0,0,
baseline,144,5,0.8349906142726966,elderly,2,5,0.0517,0.0517,0,
baseline,145,5,0.23016660216907392,adult,9,7,0.002,0.002,0,
baseline,146,5,0.22633729077264053,adult,12,0,0.3936,0.3936,0,
baseline,147,5,0.18671782350320223,adult,15,5,0.1048,0.1048,0,
baseline,148,5,0.3265717377596302,adult,9,0,0.4066,0.4066,0,
baseline,149,5,0.5931363866533521,child,7,3,0.1579,0.1579,0,
baseline,150,5,0.33786967348278196,adult,10,7,0.0,0.0,0,
baseline,151,5,0.24434311120662164,adult,10,4,0.3396,0.3396,0,
baseline,152,5,0.3131721899623074,adult,3,3,0.1284,0.1284,0,
baseline,153,5,0.30482733918353766,adult,12,7,0.0,0.0,0,
baseline,154,5,0.5207407229993698,child,8,8,0.0,0.0,0,
baseline,155,5,0.2698840835350667,adult,10,4,0.3396,0.3396,0,
baseline,156,5,0.21854549526592404,adult,14,6,0.1648,0.1648,0,
baseline,157,5,0.7800885741958227,elderly,2,2,0.3126,0.3126,0,
baseline,158,5,0.22376698635368497,adult,19,9,0.0,0.0,0,
baseline,159,5,0.2490942753506871,adult,14,5,0.2226,0.2226,0,
baseline,160,5,0.23909707064169694,adult,8,3,0.3583,0.3583,0,
baseline,161,5,0.26816184340335836,adult,10,9,0.0,0.0,0,
baseline,162,5,0.5590101392326462,child,12,5,0.3517,0.3517,0,
baseline,163,5,0.2586620552478868,adult,12,8,0.0,0.0,0,
baseline,164,5,0.21874748549033007,adult,0,8,0.0,0.0,0,
baseline,165,5,0.26806801780654776,adult,4,2,0.487,0.487,0,
baseline,166,5,0.31453748099041595,adult,18,6,0.0926,0.0926,0,
baseline,167,5,0.5571003562232809,child,8,9,0.0,0.0,0,
baseline,168,5,0.28556981755657285,adult,18,2,0.3969,0.3969,0,
baseline,169,5,0.20289864310003097,adult,9,9,0.0,0.0,0,
baseline,170,5,0.2591235835153987,adult,14,4,0.1528,0.1528,0,
baseline,171,5,0.5403518780488572,child,11,0,0.3779,0.3779,0,
baseline,172,5,0.19710832762003697,adult,5,7,0.0,0.0,0,
baseline,173,5,0.7370654202189683,elderly,17,7,0.0,0.0,0,
baseline,174,5,0.5944522686442528,child,14,7,0.0,0.0,0,
baseline,175,5,0.27508362578769247,adult,12,7,0.0,0.0,0,
baseline,176,5,0.19711151507617047,adult,5,5,0.0798,0.0798,0,
baseline,177,5,0.2626617426734974,adult,8,9,0.0,0.0,0,
baseline,178,5,0.2950995521960962,adult,0,0,0.4179,0.4179,0,
baseline,179,5,0.3774069229558558,adult,15,3,0.0526,0.0526,0,
baseline,180,5,0.7054964868146433,elderly,14,7,0.0,0.0,0,
baseline,181,5,0.5168708354178837,child,9,7,0.002,0.002,0,
